L 10/18/2019 - 00:01:01: SourceMod log file session started (file "L20191018.log") (Version "1.9.0.6282")
L 10/18/2019 - 00:01:01: [l4d2_skill_detect.smx] Charge carry start: 3 - 4 -- time: 88.40
L 10/18/2019 - 00:01:02: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 3: time: 0.00 / 1.03 -- class: charger (with shove? 0)
L 10/18/2019 - 00:01:05: [l4d2_skill_detect.smx] Checking charge victim: 3 - 4 - flags: 1 (alive? 1)
L 10/18/2019 - 00:01:49: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 00:01:53: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tank_ground_pound_duration") (value "0.1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_tankswap_choicetype") (value "2")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_tankswap_timelimit") (value "10")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "acs_chmap_broadcast_interval") (value "99999")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "dotslash_replace_medkits") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_global_percent") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_percent") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_witch_percent") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "simple_antibhop_enable") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bhop_allow_survivor") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bhop_except_si_flags") (value "16")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_dominators") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_skill_report_enable") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "cssladders_enabled") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "cssladders_allow_m2") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "cssladders_allow_reload") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "chestbump_patch_enabled") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_survivor_mvp_brevity") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_survivor_mvp_brevity_latest") (value "111")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_stats_autoprint_vs_round") (value "8372")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sound_block_hb") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sound_block_for_comp") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_pbonus_display") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_pbonus_reportchanges") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_pbonus_witch") (value "25")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "engine_fix_flags") (value "12")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "crc_global") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "infected_fire_immunity") (value "3")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ghost_hurt_type") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_kick_delay") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_safeitemkill_saferooms") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_safeitemkill_items") (value "13")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_obey_boss_spawn_cvars") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_obey_boss_spawn_except_static") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_punch") (value "8")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_firstpunch") (value "-1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_impact") (value "10")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_stumble") (value "2")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_pound") (value "15")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_bash_kills") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "longer_tank_punch_getup") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_leap_interval_post_ledge_hang") (value "12")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_cans") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_propane") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_oxygen") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_fireworks") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_tank_speed_vs") (value "205")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_tank_damage_slow_min_range") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_tank_damage_slow_max_range") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_gunfire_si") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_gunfire_tank") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_water_tank") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_water_survivors") (value "-1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_water_survivors_during_tank") (value "1.24")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_heq_checkpoint_sound") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tankdamage_enabled") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_props") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_painfade") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_painfade_duration") (value "150")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_painfade_flags") (value "8")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_block_punch_rock") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_block_jump_rock") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tank_overhand_only") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_jump_rock_cooldown") (value "20")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_tank_pound_damage") (value "36")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_tank_rock_damage") (value "24")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "pickup_switch_flags") (value "2")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "pickup_incap_flags") (value "2")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hittable_override") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hittable_rage_override") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_rock_rage_override") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_spit_extra_time") (value "0.4")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_common_extra_time") (value "0.6")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hunter_duration") (value "1.8")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_jockey_duration") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_smoker_duration") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_charger_duration") (value "2.1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_common_zc_flags") (value "9")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_spit_zc_flags") (value "6")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_godframe_glows") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_ff_min_time") (value "0.8")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_witch_override") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot_interval") (value "0.1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot_increment") (value "2")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot_total") (value "50")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_hunter_pounce_stagger_duration") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_m2_hunter_penalty") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_m2_jockey_penalty") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_m2_smoker_penalty") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_melee_tank_nerf") (value "20")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_dmg") (value "3")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_alternate_dmg") (value "3")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_max_ticks") (value "26")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_spit_godframe_ticks") (value "6")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_bridge_car_damage") (value "24.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_sflog_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_bhlog_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_handtruck_standing_damage") (value "8.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_car_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_bumpercar_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_forklift_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_dumpster_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_haybale_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_baggage_standing_damage") (value "100.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_incap_standard_damage") (value "-2")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_disable_self_damage") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_overhit_time") (value "1.4")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_disable_si_friendly_staggers") (value "2")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_block_infected_ff") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_infected_ff_allow_tank") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_enable") (value "7")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_blockzerodmg") (value "7")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_permdmgfrac") (value "1.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_enabled") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_always") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_time") (value "0.1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_tankrock_common") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_smoker_common") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_tankrock_incap") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_punchstuckfix_unstucktime") (value "0.5")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tpsf_debug_print") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_multi") (value "0.5")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_min") (value "1.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_max") (value "8.0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_uncinfblock_enabled") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_uncinfblock_types") (value "31")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Enabled") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Random") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_BaseballBat") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_CricketBat") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Crowbar") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_ElecGuitar") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_FireAxe") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_FryingPan") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_GolfClub") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Knife") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Katana") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Machete") (value "1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_RiotShield") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Tonfa") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_ring1_bullets") (value "8")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_ring1_factor") (value "3")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_center_pellet") (value "0")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_shotgun_bonus_damage_range") (value "60")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_shotgun_bonus_damage_multiplier") (value "7")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_reload_speed_uzi") (value "1.75")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_reload_speed_silenced_smg") (value "2.1")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_witch_damage_per_kill_hit") (value "75")
L 10/18/2019 - 04:39:35: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_witch_personal_space") (value "240")
L 10/18/2019 - 04:39:36: [l4d2_saferoom_item_remove.smx] Removed 4 saferoom item(s) (start: 0; end: 4).
L 10/18/2019 - 04:41:06: [l4d2_skill_detect.smx] Charge carry start: 8 - 4 -- time: 91.79
L 10/18/2019 - 04:41:08: [l4d2_skill_detect.smx] Clear: 6 freed 4 from 8: time: 0.82 / 2.10 -- class: charger (with shove? 0)
L 10/18/2019 - 04:41:09: [l4d2_skill_detect.smx] Checking charge victim: 8 - 4 - flags: 1 (alive? 1)
L 10/18/2019 - 04:41:29: [l4d2_skill_detect.smx] Clear: 1 freed 1 from 7: time: -1.00 / 0.01 -- class: smoker (with shove? 0)
L 10/18/2019 - 04:41:41: [l4d2_skill_detect.smx] Clear: 6 freed 1 from 2: time: 1.31 / -1.00 -- class: jockey (with shove? 1)
L 10/18/2019 - 04:41:57: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 04:42:00: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 04:42:00: [l4d2_tankswap.smx] Valid Tank Choices Amount: 0
L 10/18/2019 - 04:42:06: [l4d2_skill_detect.smx] Clear: 7 freed 6 from 2: time: 4.55 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 04:42:31: [l4d2_skill_detect.smx] Clear: 5 freed 6 from 9: time: 1.58 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 04:42:56: [l4d2_skill_detect.smx] Clear: 5 freed 6 from 2: time: 0.91 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 04:43:07: [admincheats.smx] <Pepi123><STEAM_1:0:72630132><181.46.161.140> was prevented from running cheat command 'give'
L 10/18/2019 - 04:43:19: [l4d2_skill_detect.smx] Clear: 7 freed 6 from 9: time: 1.89 / 5.00 -- class: smoker (with shove? 1)
L 10/18/2019 - 04:43:52: [l4d2_skill_detect.smx] Clear: 6 freed 7 from 2: time: -1.00 / 2.87 -- class: smoker (with shove? 1)
L 10/18/2019 - 04:43:59: [l4d2_skill_detect.smx] Clear: 5 freed 4 from 1: time: 3.80 / -1.00 -- class: hunter (with shove? 1)
L 10/18/2019 - 04:45:15: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 2: time: 5.29 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 04:45:22: [l4d2_skill_detect.smx] Clear: 4 freed 6 from 1: time: -1.00 / 3.25 -- class: smoker (with shove? 0)
L 10/18/2019 - 04:45:47: [l4d2_skill_detect.smx] Charge carry start: 2 - 7 -- time: 372.72
L 10/18/2019 - 04:45:50: [l4d2_skill_detect.smx] Checking charge victim: 2 - 4 - flags: 0 (alive? 1)
L 10/18/2019 - 04:45:50: [l4d2_skill_detect.smx] Checking charge victim: 2 - 7 - flags: 1 (alive? 1)
L 10/18/2019 - 04:45:50: [l4d2_skill_detect.smx] Clear: 6 freed 7 from 2: time: 1.98 / 3.79 -- class: charger (with shove? 0)
L 10/18/2019 - 04:46:19: [l4d2_skill_detect.smx] Charge carry start: 2 - 7 -- time: 405.36
L 10/18/2019 - 04:46:43: [l4d2_saferoom_item_remove.smx] Removed 4 saferoom item(s) (start: 0; end: 4).
L 10/18/2019 - 04:48:40: [l4d2_skill_detect.smx] Clear: 2 freed 1 from 6: time: -1.00 / 1.88 -- class: smoker (with shove? 0)
L 10/18/2019 - 04:48:57: [l4d2_skill_detect.smx] Clear: 1 freed 7 from 6: time: -1.00 / 2.89 -- class: smoker (with shove? 0)
L 10/18/2019 - 04:49:17: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 04:49:20: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 04:49:20: [l4d2_tankswap.smx] Found valid Tank Swap Choice: LW ✪
L 10/18/2019 - 04:49:20: [l4d2_tankswap.smx] Found valid Tank Swap Choice: Aegon Targaryen
L 10/18/2019 - 04:49:20: [l4d2_tankswap.smx] Valid Tank Choices Amount: 2
L 10/18/2019 - 04:49:45: [l4d2_skill_detect.smx] Clear: 1 freed 7 from 5: time: 2.22 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 04:50:11: [l4d2_skill_detect.smx] Charge carry start: 4 - 2 -- time: 636.53
L 10/18/2019 - 04:50:14: [l4d2_skill_detect.smx] Checking charge victim: 4 - 7 - flags: 0 (alive? 1)
L 10/18/2019 - 04:50:15: [l4d2_skill_detect.smx] Clear: 1 freed 2 from 4: time: 1.44 / 4.32 -- class: charger (with shove? 0)
L 10/18/2019 - 04:50:16: [l4d2_skill_detect.smx] Checking charge victim: 4 - 2 - flags: 1 (alive? 1)
L 10/18/2019 - 04:50:20: [l4d2_skill_detect.smx] Clear: 1 freed 7 from 5: time: -1.00 / 1.49 -- class: smoker (with shove? 1)
L 10/18/2019 - 04:51:04: -------- Mapchange to c10m4_mainstreet --------
L 10/18/2019 - 04:51:05: [sv_steamgroup_fixer.smx] Corrected sv_steamgroup ("33766243,27767513") from 33766244 to 33766243.
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "motd_enabled") (value "0")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "motdfile") (value "mymotd.txt")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hostfile") (value "myhost.txt")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "1")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "1")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 10/18/2019 - 04:51:05: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
